Tweets	Compound	Analysis
coronavirus: pfizer to cut covid vaccine deliveries in europe as it upgrades production facility 	-0.2732	Negative
 me, i know people who have had it so stop peddling your anti-vaccine nonsense. #antivaccine #covid19 #covidvaccination	-0.6774	Negative
is this what happens when you don't test the vaccine on the group of people it's meant to save?oh wait, this is t… 	0.0	Neutral
no irn bru carnival today! received my first covid vaccine  ✔️ - such strange times we are living in. it was quite… 	-0.5093	Negative
my 92 year-old grandmother got her first dose of the coronavirus vaccine yesterday!  🦠  	0.0	Neutral
delivering the vaccine at speed with minimal fuss - keep going #northnotts 	0.0	Neutral
just took my dad for his vaccine, on the way back home pigeons fell out the sky, 5g masts saluted him as we passed… 	0.0	Neutral
the uk is among several countries facing delays in delivery of the pfizer/biontech coronavirus vaccine due to upgra… 	0.0	Neutral
po, mas era muito difícil a logística das vacinas da pfizer e da moderna... temos que dar um desconto aí pro nosso… 	-0.5574	Negative
ok so my grandpa just got a phone call from the doctors saying his second vaccine dose on the 20th has been cancell… 	0.296	Positive
getting vaccine into the arms of the population gaining momentum.  let’s get this done! well done to everyone invol… 	0.636	Positive
a happy 80 plus years young mother who has been shielding since march getting her pfizer vaccine today. extremely w… 	0.5719	Positive
my friend, a 5th  student got his first dose of vaccine  this week - thanks to all wor… 	0.7269	Positive
brilliant to see so many of our pensioners getting the jab this morning. you could sense the positivity hopefully… 	0.7964	Positive
"which vaccines are they using?""india begins mass covid-19 vaccination program""  "	0.0	Neutral
the pfizer vax is the culprit, an eminent virologist wrote that the only reason this vax needs to be kept at -70 is… 	0.0	Neutral
the covid-19 vaccine will always be available free of charge. the nhs will never ask you to share bank details to c… 	0.6705	Positive
my dad having a covid-19 vaccine.who ever is eligible to have a vaccine please have one to protect yourself from c… 	0.5994	Positive
 fatalities after pfizer/biontech covid-19 shots could be linked to common side effects, says norwegian agency	-0.5994	Negative
this is what mass #covid19 vaccination in #glasgow looks like! 5000 people receiving their vaccine today. incredibl… 	0.4199	Positive
    coronavirus vaccine: pfizer given protection from legal act… 	0.128	Positive
  coronavirus vaccine: pfizer given protection from legal action by uk governmentpfizer’s u… 	0.128	Positive
 coronavirus vaccine: pfizer given protection from legal action by uk governmentpfizer’s uk boss refuse… 	0.128	Positive
"looking for similar video explaining ""how #mrnavaccine works"" in hindi or marathi so its easier for parents or non… "	0.4728	Positive
 a lucky winbecause #johnson government committed orders to it (and many other suppliers) before i… 	0.5994	Positive
there's not many things the #uk is better at than #germany but vaccine rollout is one of them. absolute shit sh… 	-0.6059	Negative
really good news that britons are the second most willing of any nation to take the covid-19 vaccine. only 9% of br… 	0.4927	Positive
  no, you are only vaccinated against covid19 when you've had your 2nd injection.	-0.296	Negative
brazil covid variant &amp; real and present danger and could harm vaccine efficacy  via 	-0.7845	Negative
finally there's a vaccine that protects against heterosexuality 	0.3182	Positive
in the uk 3.6 million people, 5.3% of the population, have now received the first dose of covid19 vaccine and 447,0… 	0.0	Neutral
  except the vaccine does not stop you catching covid-19 and may not stop you transmi… 	0.4168	Positive
great news and glad to hear she has had her jab and everything went well  vaccination hub.… 	0.8481	Positive
most awaited # covid19 # vaccine # finally vaccinated  @ basildon hospital 	-0.101	Negative
(seriously) hoping the last of my id and acute medicine nursing colleagues managed to get their first vaccine dose… 	0.4215	Positive
great news! - a total of 3,559,179 people have now received their first vaccine jab as of yesterday this is 201,818… 	0.6588	Positive
it’s such a relief that both parents have now had the  vaccine #covid19 ❤️	0.4767	Positive
“can we coerce every one to being a lab rat for an experimental jab against their bodily autonomy?” wtf kind of dys… 	-0.5859	Negative
boris johnson could do with following this advice  but sadly it's probably too late for over 100,000 p… 	-0.5719	Negative
 must have had the jab years ago then 	0.0	Neutral
#novavax 's south african phase iib covid-19 vaccine trial likely to reveal results within next fortnight, source s… 	0.0	Neutral
#novavax hires regulatory expert as coronavirus vaccine inches closer to emergency use filing 	-0.3818	Negative
post pfizer 1st vaccine photos  pic 1: myself &amp; paul sluggett who is a support worker in the exeter supported livi… 	0.6124	Positive
explaining how the #covidvaccine has been developed so quickly. 	0.0	Neutral
took alastair campbell bell's mother-in-law, at least a week after johnson's father to get her first jab! politics?… 	0.0	Neutral
if i were a resident of jjh today( like i was 32 years ago), i would have taken the jab. without hesitation. chakar… 	0.5129	Positive
the vaccine said gay rights 	0.0	Neutral
spread the message!straight forward and sound adviceget the jab!!!#covid19 #medtwitter#vaccine 	0.0	Neutral
classic post hoc ergo propter hoc fallacy. ‘after this, therefore because of this.'#covidー19 #covidvaccine… 	0.0	Neutral
someone get justin from instant hotel a double dose of this vaccine stat 	0.0	Neutral
 immunization with sars coronavirus vaccines leads to pulmonary immunopathology on challenge with the s… 	0.0772	Positive
wow! vaccine number 4  from  soon coming online in the uk.  	0.6588	Positive
 are you aware that vaccine centres throwing away vaccines at the end of a days vaccinations... surely… 	0.0	Neutral
there is no charge for the covid-19 vaccine.people most at risk from the complications of covid-19 are being offe… 	-0.5542	Negative
#pfizervaccine #reaction 	0.0	Neutral
*do you have any questions about the new covid-19 vaccine?*please join us on monday *date*: monday 18th january… 	0.296	Positive
time to install grindr ready for the vaccine ️‍ 	0.3612	Positive
so  want us mingling with multiple households... but aren't offering us #vaccine #vaccinationcovid th… 	0.0763	Positive
french firm 'days away' from 60m doses of britain's fourth jaboh dear poor eu!french vaccine days away from  auth… 	-0.2003	Negative
meanwhile in other news… pfizer plant in eu is shutting down and brussels isn’t happy!	0.6114	Positive
just the other day, who’s dg was talking about vaccine nationalism, how the global north is hogging the vaccine. ge… 	0.0	Neutral
development of the covid-19 vaccine has been underway since early 2020, as soon as virus began spreading. knowledge… 	0.0	Neutral
fcuk you johnson!#thegrimreaper #imsosorry #imsorry #covid19 #marr #borishasfailedthenation… 	0.0	Neutral
100,000 dead why no national day of memorial, a minute silence and prayers#johnsonhasfailedthenation… 	-0.7579	Negative
 great advice here. please see comms emails for where you venture have your #covid19 #vaccine 🦠 	0.7506	Positive
#resignjohnson he has to go absolutely incompetent who thinks he got everything right when dealing with #covid19 12… 	-0.5256	Negative
boris johnson’s “we did everything we could” on coronavirus is up there with jeremy corbyn’s “we won the argument”… 	0.5719	Positive
how’s that for a ”well done on your efforts”! we’re having a 3rd of our vaccine supply taken from us! we’re being p… 	0.0	Neutral
#resignjohnson#resignjohnson#resignjohnson#resignjohnson#resignjohnson#resignjohnson#resignjohnson… 	0.0	Neutral
leeds bame communities 'need to be able to make informed choice' on covid jabs 	0.0	Neutral
100,000 #covid19 it's easy to blame #government and #borisjohnson when a lot of the spreading was down to failed… 	0.128	Positive
#torieshavefailedthenation #torycovidcatastrophe #toriesout #borishasfailedthenation #resignjohnson #resignboris 	0.0	Neutral
"director ejecutivo de astrazeneca ha respondido a la ue diciendo que ""fallas"" en el suministro de las vacunas… "	0.34	Positive
if only we could have known that gove, johnson et al had all the worste personal characteristics to deal with covid… 	0.0	Neutral
politics might be a game to boris johnson and people will just want this to end but the horrific pain caused by the… 	-0.9081	Negative
stop calling for schools to go back and start calling for johnson et al to resign. 	-0.5574	Negative
mothers, fathers, sisters, brothers, sons, daughters and friends gone. not a day for #borisjohnson to talk of anoth… 	0.4767	Positive
there must be global equity in the distribution of covid19 vaccines so that those in poorer countries do not contin… 	-0.3612	Negative
an excoriating review and appraisal of boris johnson and this government's response to covid-19 since march 2020. … 	0.0	Neutral
pfizer develops booster shot amid fears its covid-19 vaccine is less effective against highly ...: pfizer announced… 	0.0018	Positive
boris johnson says the government ‘did everything it could to minimise suffering and minimise loss of life’ as the… 	-0.6597	Negative
sitting for 15 minutes after covid19 jab. glad to have got the first one.	0.4588	Positive
having the vaccine is very different to actually administering the vaccine... 	0.0	Neutral
i’m so grateful that boris johnson said we’re going to remember all these people, otherwise this would make horrifi… 	0.5095	Positive
there is ‘no data’ to suggest oxford university and astrazeneca’s covid-19 vaccine is ineffective in older people,… 	-0.128	Negative
have you seen this   _nhs #covid #vaccine ? 	0.0	Neutral
here is the answer you should have given johnson in your belated and pitiful sorrow press briefing yesterday!?… 	-0.784	Negative
‘when people say to me, “this is something new, we don’t know what the long-term effects on the vaccine may be”, i… 	0.0	Neutral
shame on the  🤔. its running a story on rich countries buying up covid19 vaccines? if the uk were giving aw… 	0.4404	Positive
