Tweets	Compound	Analysis
quick update on the second covid-19 vaccination. i had pain in my shoulder around where the injection was given, i… 	-0.5106	Negative
uk covid live news: johnson denies saying he would rather see ‘bodies pile high’ than order third lockdown… 	-0.4215	Negative
#vaccineswork #worldimmunisationweek 	0.0	Neutral
am i correct understanding the polio vaccine campaign was operated entirely via public hands? i remember it: clear,… 	0.0	Neutral
getting your #covid19 vaccine when you’re invited is very important.join millions of others who have already rece… 	0.0	Neutral
uncomfortable 🥵 interview for mr johnson !!! 	-0.5386	Negative
in whose world (of any political bent) is it even possible to dismiss johnson’s rank,distressing comments as ‘just… 	0.0	Neutral
will there be links to the government's yellow card reporting system?the one that.reported vaccine injuries? 	0.0	Neutral
had my first dose february 2nd dose 1/5 no real side effects. it’s safe and by far better than getting covid. too m… 	0.5574	Positive
dear jeremy, i'm over the moon to hear that you have had your covid-19 vaccine  now one less person… 	0.3818	Positive
feeling old when you're the next group to be getting the vaccine amazing rollout, though. 	0.6486	Positive
going for my second #astrazeneca jab tomorrow. no problems with the first one. #covid19 #coronavirus 	-0.5994	Negative
if you are 44 or over you can now book your jab via the nhs england website. please note this is for the centres in… 	0.3182	Positive
johnson v cummings is like an intractable version of that “two guards” riddle.“i always lie, and he never tells t… 	0.3612	Positive
covid vaccine side effects: six side effects that may 'affect daily activities' n… 	0.0	Neutral
this is a humanitarian crisis. there needs to be a global effort to get vaccines to india urgently. 	-0.6249	Negative
i’ve been to lancaster university for my second pfizer covid-19 vaccination.that’s under ten weeks since the first… 	0.0	Neutral
so.. the #eu is apparently suing #astrazeneca due to #covid19 vaccine delays.. yeah... sue the company that needs a… 	-0.2732	Negative
people aged 44 or over in england can now book their covid-19 vaccine.get started here: 	0.0	Neutral
anyone else think it’s a fucking disgrace that the #eu are suing #astrazeneca when they haven’t made a penny profit… 	-0.6801	Negative
petition: support the proposal to suspend patents for covid-19 vaccines 	0.1027	Positive
boris johnson talks about covid. 	0.0	Neutral
new: united states intends to send up to 60 million doses of #astrazeneca vaccine to other nations, pending a safet… 	0.4215	Positive
you might have heard of inactivated viruses, rna platforms and protein-based vaccines - but what is the difference?… 	0.0	Neutral
boris johnson: his record (thread)- 150k coronavirus deaths as uk enters late into 3 lockdowns (worst economic hi… 	0.0	Neutral
what’s the matter peeps don’t you want an end to this nightmare? how many more have to die? get both your jabs just… 	-0.6278	Negative
the world’s largest vaccine producer is struggling to overcome its latest covid-19 surge—and that’s everyone’s prob… 	-0.4215	Negative
"""egoiste""laced with the accrid odour of 80 000 unnecessary #covid19 deaths#johnson "	0.0	Neutral
denmark is first nation to ditch astrazeneca vaccine #covid19 #reset #technocracy #vaccinepassport #astrazeneca.… 	0.0	Neutral
getting my tomorrow uk’s rollout has been remarkable ✊#nhscovidvaccine 	0.5574	Positive
_Orive MRNA technology (pfizer / contemporary) only places the part of the coronavirus in the vaccine ... 	0.0	Neutral
the #covid19 #vaccine programme is rolling out very well. they have started inviting the really young people now -… 	0.5709	Positive
booooooom all vaccinated up!!!! #getthejab #covid19 #covidvaccination #getvaccinated 	0.0	Neutral
want a genuine shot to improve your life? watch this  and then listen to some gary vaynerchu… 	0.4939	Positive
Do we need vaccines? Yes, but the most important is to redouble attention: wear a good mask, wash your hands, ventil ... 	0.8095	Positive
second covid-19 vaccine today  jabbed by my identical twin  thanks _flem 	0.4404	Positive
everyone over the age of 45 can book their vaccine appointments now - book using the link below. 	0.0	Neutral
i chose the  as the place to get my covid-19 jab. felt apt. super efficient and friendly team . i was… 	0.872	Positive
#covid19 #covid19vaccine #oxfordastrazeneca #1stvaccine #jab #toolatenow #itsinme thank you for making… 	0.3612	Positive
"i sense there will be the greatest ever ""i told you so"" coming regarding #covid19 #vaccine #vaccinepassport… "	0.6369	Positive
bp pills may raise heart disease risk in people with hiv: study: uk study into mixing covid-19 vaccines to include… 	-0.2732	Negative
great improvement and really proving how the lockdown and brilliant #vaccinerollout has worked...well done wales. 	0.8979	Positive
second #pfizervaccine gotten today at the nhs maudsley! thank you so much to  for your amazing work!it… 	0.7835	Positive
just had second #coronavirus vaccine 	0.0	Neutral
just had 2nd jab  #astrazeneca #coronavirus #covid19 	0.0	Neutral
uk scientists find higher risk of brain clots from covid-19 compared with vaccines 	-0.2732	Negative
immensely relieved for my mum in getting her 2nd jab today, &amp; v proud of the #nhs &amp; their dedicated staff who are w… 	0.8271	Positive
fully vaccinated #coronavirus #vaccine @ navnat centre 	0.0	Neutral
#china likely to sanction #biontech’s covid-19 vaccine by july: wsj 	0.0	Neutral
a reminder that #covid19 #vaccines are not magic bullets. no room for complacency. 	0.2235	Positive
one step closer to that rainbow after the storm#covidvaccine #astrazeneca #igotjabbed #covidjab… 	0.0	Neutral
can anybody help,please? on sunday i have my 1st covid jab and tomorrow i have dentist(fillings). will it be ok for… 	0.296	Positive
4 and a half months into the #covid19 vaccine rollout and this is the adult population coverage across the uk: fi… 	0.0	Neutral
coronavirus live news: latvia offers mass vaccinations to clear astrazeneca backlog; germany removes uk from risk l… 	0.128	Positive
this.the vaccine doesn't stop you getting covid-19 but teaches your… 	0.1139	Positive
glad to read that all pregnant women will be routinely offered a covid-19 vaccine 	0.4588	Positive
resort employees are permitted to travel to inhabited islands, 14 days after the 2nd dose of covid19 vaccine, witho… 	0.0	Neutral
#covid19 #novaccine 	0.0	Neutral
thank you _nhs and  for arranging this to support #covid19 #vaccine uptake in the #muslim co… 	0.6369	Positive
- this could really put a major spanner in our vaccine rollout. new variant there (which is now here -… 	0.0	Neutral
another study to assist with covid-19 with  #covidvaccine 	0.0	Neutral
fully vaccinated now! #covid19 #vaccine #astrazeneca #nhs 	0.0	Neutral
got me covid jab booked, not waited for appt used this link and booked, i’m 45 	0.0	Neutral
interesting. google’s move into global health.our commitment to covid-19 vaccine equity . 	0.6486	Positive
.. what argument has convinced you that the vaccines pose greater risk than covid1… 	0.1531	Positive
not sure i'd class my #covid19 jab as euphoric , i may describe it as non descript! 	0.5469	Positive
uk wants to vaccinate all adults before sharing vaccine with other countries | article [amp] | reuters 	0.4215	Positive
can the government force you to have the coronavirus vaccine?  via 	0.0	Neutral
eu move on vaccine exports puts serbia’s leader on edge  #serbia #belgrade #balkans #vucic… 	0.0	Neutral
another perspective on the anti #covid19 #vaccinepassport debate : 	-0.3182	Negative
we all might have different reasons but we all have only one life. protect it. #vaccineup #covid19 #covidvaccine… 	0.5267	Positive
heardyou will not be only.. covid19..covid50 too have..vaccine don't have hospital 	0.0	Neutral
are we going to see the #data on the number of deaths recorded within 28 days of receiving a #vaccine #datascience… 	0.0772	Positive
a letter to loved ones about the covid-19 vaccine - sir lenny henry | nhs  via 	0.5994	Positive
you’d better hope that the vaccine hasn’t created pathogenetic priming, which is what all thoroughly teste… 	0.7783	Positive
covid-19 #vaccineclinic today (30/03/21) at castlemere community centre,1pm to 3pm for anyone aged 50+ or 18-49 yea… 	0.0	Neutral
#covid19 #vaccine 	0.0	Neutral
i am not getting the vaccine and if i get covid i’ll stay at home until it passes. not infecting anyone and then ha… 	0.0	Neutral
now do we think they had it or is this the vaccine? 	0.0	Neutral
'incompetent developers' blamed for nz patient privacy breach of covid-19 vaccine booking systems 	-0.7351	Negative
so a perfectly healthy person should be more than fine, if my 1.0 body can handle it, then yours can. #covid19uk #covid19 #pfizervacine 	0.8608	Positive
first covid vaccine booked for tomorrow evening! #covid19 #vaccine #staysafe 	0.0	Neutral
name one experimental vaccine that you needed in order to travel to certain places that uses mrna technology. i’ll… 	0.2732	Positive
boris johnson lied 	-0.3818	Negative
2nd vaccine done! #covid19 #pfizervaccine #nhs 	0.0	Neutral
early covid vaccines for family members of hiv and blood cancer patients: dr mary ramsay, head of immunisation at p… 	-0.6597	Negative
are you paying too much for your lateral flow tests? our tests are uk approved and listed here… 	0.4215	Positive
officially fully #vaccinated against #covid19! 🥳 if you’re eligible, get jabbed! some links for my uk and florid… 	0.0	Neutral
i have just had my second covid vaccine pfizer , thank you    !  we are getting vaccin… 	0.4199	Positive
i’m not a big fan of the covid vaccine but today i got the first shot! sometimes we all have to pull together for t… 	-0.1957	Negative
wondering at aged 53 when i'll be getting my letter with the appointment for my 1st #covid19 jab  ? 	0.0	Neutral
second covid-19 pfizer jab delivered in to my arm. thanks to all the occupational health team  and… 	0.4404	Positive
covid 19 vaccine conversations for south asian communities of city and hackney if you have any concerns around the… 	0.0	Neutral
"can i i point out that it was the covid-19 vaccination that i received yesterday.""astrazeneca vaccine scientists a… "	0.0	Neutral
grab the jab!! save lives and save the nhs. 	0.7896	Positive
still looking for over 65s who have had their first but not their second covid19 vaccine dose to join our study loo… 	0.4215	Positive
also within 7 weeks all those from 50 up will have had 2 jab, so really much more protection given th… 	0.0	Neutral
